CSD refcode,CIF filename,original crystal system,Sohncke space group,Percentage void space,Charged framework,Hydrogen added,Unreliable chemistry
XUGWAZ,xugwaz_P1_H,tetragonal,-,18.546,-,Yes,Yes
XUHVON,xuhvon_P1_charged,monoclinic,-,19.951,Yes,-,-
XUHXOP,xuhxop_P1,monoclinic,-,35.254,-,-,-
XUJNEY,xujney_P1_charged,monoclinic,-,68.555,Yes,-,-
XUJNOI,xujnoi_P1_charged,monoclinic,-,55.723,Yes,-,-
XUJNUO,xujnuo_P1_charged,monoclinic,-,56.507,Yes,-,-
XUJSAY,xujsay_P1_charged,orthorhombic,-,14.589,Yes,-,-
XUJVEG,xujveg_P1_charged,triclinic,-,31.047,Yes,-,-
XUKLAS,xuklas_P1,triclinic,-,14.252,-,-,-
XUKMEY,xukmey_P1_charged_H,hexagonal,Yes,41.115,Yes,Yes,Yes
XUKMIC03,xukmic03_P1_charged_H,hexagonal,Yes,41.344,Yes,Yes,Yes
XUKMUO,xukmuo_P1_charged_H,hexagonal,Yes,40.885,Yes,Yes,Yes
XUKNIC,xuknic_P1,orthorhombic,-,52.455,-,-,-
XUKYEI,xukyei_P1_charged,tetragonal,-,24.585,Yes,-,-
XULCIR,xulcir_P1,orthorhombic,-,34.233,-,-,-
XULDEP,xuldep_P1_H,monoclinic,-,10.673,-,Yes,-
XULDOZ,xuldoz_P1_H,orthorhombic,-,20.318,-,Yes,-
XULGIW,xulgiw_P1,cubic,-,74.916,-,-,-
XULGUI,xulgui_P1,triclinic,-,23.525,-,-,-
XULNOJ,xulnoj_P1,triclinic,-,16.924,-,-,-
XULSED,xulsed_P1,monoclinic,-,13.527,-,-,-
XULSIH,xulsih_P1,monoclinic,-,11.738,-,-,-
XUMFAN,xumfan_P1,monoclinic,-,21.009,-,-,-
XUMFIV,xumfiv_P1_H,triclinic,-,16.398,-,Yes,-
XUMMEZ,xummez_P1_charged,tetragonal,-,17.488,Yes,-,-
XUMMOJ,xummoj_P1_charged,tetragonal,-,18.974,Yes,-,-
XUMMUP,xummup_P1_charged,tetragonal,-,32.468,Yes,-,-
XUMNEA,xumnea_P1,monoclinic,-,19.184,-,-,-
XUMNIE,xumnie_P1_H,orthorhombic,-,52.197,-,Yes,-
XUMROO,xumroo_P1,orthorhombic,-,10.819,-,-,-
XUMRUU,xumruu_P1,orthorhombic,-,18.923,-,-,-
XUMTUV,xumtuv_P1,monoclinic,-,18.963,-,-,-
XUMVAD,xumvad_P1,monoclinic,-,19.039,-,-,-
XUMVEH,xumveh_P1,monoclinic,-,18.905,-,-,-
XUNGIX,xungix_P1,cubic,Yes,54.569,-,-,-
XUNHAQ,xunhaq_P1,monoclinic,Yes,34.237,-,-,-
XUNJEW,xunjew_P1,rhombohedral,-,40.544,-,-,-
XUNROP,xunrop_P1,triclinic,-,35.117,-,-,-
XUNSAC,xunsac_P1,monoclinic,Yes,31.207,-,-,-
XUNSEG,xunseg_P1,monoclinic,-,34.62,-,-,-
XUNTEH,xunteh_P1,orthorhombic,-,21.937,-,-,-
XUNTIL,xuntil_P1,monoclinic,-,26.819,-,-,-
XUNVAF,xunvaf_P1_H,cubic,-,38.359,-,Yes,Yes
XUNVEJ,xunvej_P1,monoclinic,-,37.438,-,-,-
XUPZEQ,xupzeq_P1,monoclinic,-,51.535,-,-,-
XUQZAN,xuqzan_P1,monoclinic,-,15.17,-,-,-
XURNUU,xurnuu_P1_H,monoclinic,Yes,12.459,-,Yes,-
XUSQUY,xusquy_P1,monoclinic,-,10.507,-,-,-
XUSZAP,xuszap_P1_H,tetragonal,-,62.888,-,Yes,Yes
XUSZET,xuszet_P1_H,tetragonal,-,58.14,-,Yes,Yes
XUTQEI,xutqei_P1_H,trigonal,Yes,72.451,-,Yes,-
XUTQOV,xutqov_P1_H,rhombohedral,-,17.8,-,Yes,-
XUTQOV01,xutqov01_P1_H,triclinic,-,13.398,-,Yes,-
XUVHEB,xuvheb_P1,orthorhombic,-,41.091,-,-,-
XUVHEB02,xuvheb02_P1,orthorhombic,-,40.798,-,-,-
XUVPAH,xuvpah_P1,rhombohedral,-,28.156,-,-,-
XUVQOW,xuvqow_P1_charged,orthorhombic,Yes,20.535,Yes,-,-
XUWFUR,xuwfur_P1_charged,orthorhombic,-,39.669,Yes,-,-
XUWVUG,xuwvug_P1_H,monoclinic,Yes,16.459,-,Yes,-
XUXPEO,xuxpeo_P1_H,monoclinic,-,61.413,-,Yes,-
XUXPUD,xuxpud_P1,trigonal,Yes,42.31,-,-,-
XUYCOM,xuycom_P1,monoclinic,-,29.098,-,-,-
XUYDIF,xuydif_P1,triclinic,-,14.035,-,-,-
XUYTES,xuytes_P1,monoclinic,-,12.238,-,-,-
XUYXAR,xuyxar_P1,monoclinic,-,20.483,-,-,-
XUZFUU,xuzfuu_P1_charged,orthorhombic,-,35.864,Yes,-,-
XUZVUL,xuzvul_P1,hexagonal,Yes,17.177,-,-,-
XUZWAS,xuzwas_P1,hexagonal,Yes,17.56,-,-,-
YABHER,yabher_P1_H,tetragonal,-,64.171,-,Yes,Yes
YABKEU,yabkeu_P1_charged,triclinic,-,39.287,Yes,-,-
YABYAD,yabyad_P1,monoclinic,-,21.185,-,-,-
YADBOY,yadboy_P1,monoclinic,-,46.57,-,-,-
YADCOZ,yadcoz_P1,monoclinic,Yes,16.097,-,-,-
YAFMIF,yafmif_P1_charged_H,orthorhombic,-,15.827,Yes,Yes,-
YAFWEL,yafwel_P1_charged,cubic,-,48.384,Yes,-,-
YAFWIP,yafwip_P1_charged,hexagonal,-,56.764,Yes,-,-
YAHPED,yahped_P1,monoclinic,-,44.566,-,-,-
YAJQEJ,yajqej_P1,monoclinic,-,17.187,-,-,-
YAJQIN,yajqin_P1_H,monoclinic,-,45.177,-,Yes,Yes
YAJXIT,yajxit_P1,monoclinic,-,30.694,-,-,-
YAJXUF,yajxuf_P1,monoclinic,-,29.304,-,-,-
YAJZIV,yajziv_P1,monoclinic,-,13.771,-,-,-
YAKBOE,yakboe_P1,orthorhombic,-,59.463,-,-,-
YAKCUM,yakcum_P1_charged_H,orthorhombic,Yes,44.706,Yes,Yes,-
YALJAA,yaljaa_P1,monoclinic,-,64.475,-,-,-
YALTIS,yaltis_P1,tetragonal,-,31.214,-,-,-
YALTOY,yaltoy_P1,tetragonal,-,30.91,-,-,-
YALTUE,yaltue_P1_H,triclinic,-,25.474,-,Yes,-
YAMKOP,yamkop_P1_charged,monoclinic,-,22.063,Yes,-,-
YAMPEL,yampel_P1,monoclinic,-,43.087,-,-,-
YAMXOC,yamxoc_P1,cubic,-,66.152,-,-,-
YANBAR,yanbar_P1,monoclinic,-,31.069,-,-,-
YANBAR01,yanbar01_P1,monoclinic,-,28.705,-,-,-
YANBAR02,yanbar02_P1,monoclinic,-,31.6,-,-,-
YANBAR03,yanbar03_P1,monoclinic,-,29.182,-,-,-
YANBAR04,yanbar04_P1,monoclinic,-,27.802,-,-,-
YAPCOL,yapcol_P1,tetragonal,-,41.068,-,-,-
YAPHOQ,yaphoq_P1,rhombohedral,-,35.383,-,-,-
YAPPEO,yappeo_P1_charged_H,monoclinic,-,28.337,Yes,Yes,Yes
YAPPOY,yappoy_P1_charged_H,monoclinic,-,28.446,Yes,Yes,Yes
YAPRUE,yaprue_P1_charged_H,tetragonal,Yes,40.283,Yes,Yes,-
YAPRUE01,yaprue01_P1_H,tetragonal,Yes,40.518,-,Yes,-
YAPSAL,yapsal_P1_charged_H,trigonal,Yes,23.376,Yes,Yes,-
YAPXIA,yapxia_P1,monoclinic,-,14.533,-,-,-
YAPXOG,yapxog_P1,monoclinic,-,16.92,-,-,-
YAQBAX,yaqbax_P1_charged_H,tetragonal,-,52.495,Yes,Yes,Yes
YAQBEB,yaqbeb_P1_charged,tetragonal,-,51.495,Yes,-,-
YAQDIF,yaqdif_P1,tetragonal,-,40.931,-,-,-
YAQZAT,yaqzat_P1_charged_H,monoclinic,-,25.25,Yes,Yes,-
YAQZEX,yaqzex_P1_charged_H,orthorhombic,-,30.644,Yes,Yes,-
YARBEA,yarbea_P1,monoclinic,-,36.397,-,-,-
YARBUQ,yarbuq_P1,orthorhombic,-,15.96,-,-,-
YARDAY,yarday_P1,tetragonal,-,14.705,-,-,-
YARDEC,yardec_P1,monoclinic,-,37.622,-,-,-
YARDIG,yardig_P1,monoclinic,-,37.541,-,-,-
YARFEG,yarfeg_P1,tetragonal,-,37.955,-,-,-
YARFII,yarfii_P1,orthorhombic,-,37.688,-,-,-
YARGAB,yargab_P1_charged,trigonal,-,48.029,Yes,-,-
YARGIJ,yargij_P1_charged,monoclinic,-,20.766,Yes,-,-
YARKAF,yarkaf_P1,triclinic,-,15.43,-,-,-
YARKEJ,yarkej_P1,monoclinic,-,26.82,-,-,-
YARSAN,yarsan_P1,orthorhombic,Yes,25.972,-,-,-
YARSIV,yarsiv_P1,monoclinic,-,10.964,-,-,-
YARVOG,yarvog_P1_charged,orthorhombic,-,39.872,Yes,-,-
YARYOF,yaryof_P1_H,monoclinic,-,51.21,-,Yes,-
YARZEZ02,yarzez02_P1_charged,orthorhombic,-,63.751,Yes,-,-
YARZEZ03,yarzez03_P1_charged,orthorhombic,-,66.431,Yes,-,-
YASLOW,yaslow_P1_charged_H,cubic,Yes,60.823,Yes,Yes,Yes
YASNAJ,yasnaj_P1,monoclinic,-,26.949,-,-,-
YASPEP,yaspep_P1,monoclinic,-,14.076,-,-,-
YASTIZ,yastiz_P1,tetragonal,Yes,17.605,-,-,-
YASTOF,yastof_P1,tetragonal,Yes,17.325,-,-,-
YATDUV,yatduv_P1_H,cubic,-,65.256,-,Yes,-
YATLEN,yatlen_P1,hexagonal,-,59.082,-,-,-
YATVUN,yatvun_P1_charged,orthorhombic,-,63.927,Yes,-,-
YATWAU,yatwau_P1_charged,orthorhombic,-,62.925,Yes,-,-
YAVVID,yavvid_P1,monoclinic,-,11.016,-,-,-
YAVWAW,yavwaw_P1,monoclinic,-,11.407,-,-,-
YAVWUQ,yavwuq_P1_charged,tetragonal,-,67.512,Yes,-,-
YAVZUT,yavzut_P1_H,rhombohedral,Yes,52.596,-,Yes,-
YAWBAA,yawbaa_P1,monoclinic,-,15.763,-,-,-
YAWBAA01,yawbaa01_P1,monoclinic,-,16.027,-,-,-
YAWBAC,yawbac_P1_H,rhombohedral,Yes,53.193,-,Yes,-
YAWFOS,yawfos_P1,monoclinic,-,24.249,-,-,-
YAWKOX,yawkox_P1_H,orthorhombic,-,36.035,-,Yes,Yes
YAWWEC,yawwec_P1,hexagonal,Yes,51.734,-,-,-
YAWWIG,yawwig_P1,hexagonal,Yes,52.238,-,-,-
YAWWOM,yawwom_P1,hexagonal,Yes,51.413,-,-,-
YAWXED,yawxed_P1_H,monoclinic,-,32.201,-,Yes,-
YAXBEI,yaxbei_P1,monoclinic,-,31.325,-,-,-
YAXBIM,yaxbim_P1,monoclinic,-,31.458,-,-,-
YAXBOP,yaxbop_P1,monoclinic,-,45.204,-,-,-
YAXFAI,yaxfai_P1,monoclinic,-,48.774,-,-,-
YAXHOY,yaxhoy_P1,monoclinic,-,12.08,-,-,-
YAYCUA,yaycua_P1,monoclinic,-,22.81,-,-,-
YAYDAH,yaydah_P1,monoclinic,-,22.509,-,-,-
YAYQOH,yayqoh_P1_H,monoclinic,-,13.377,-,Yes,-
YAYSOJ,yaysoj_P1,triclinic,-,57.251,-,-,-
YAZFOW,yazfow_P1,tetragonal,Yes,51.006,-,-,-
YAZWOM,yazwom_P1_H,hexagonal,Yes,19.665,-,Yes,-
YAZZAC,yazzac_P1,triclinic,-,12.005,-,-,-
YAZZEG,yazzeg_P1,triclinic,-,11.624,-,-,-
YEBKUM,yebkum_P1_charged,orthorhombic,-,42.838,Yes,-,-
YEBLAT,yeblat_P1_charged_H,triclinic,-,13.065,Yes,Yes,-
YEBREF,yebref_P1,monoclinic,-,10.453,-,-,-
YECBAN,yecban_P1,rhombohedral,Yes,41.108,-,-,-
YECNEB,yecneb_P1_charged,orthorhombic,-,33.048,Yes,-,-
YEDKUO,yedkuo_P1_H,hexagonal,-,59.506,-,Yes,Yes
YEDVIQ,yedviq_P1,tetragonal,-,32.902,-,-,-
YEDXIS,yedxis_P1,orthorhombic,-,35.832,-,-,-
YEFTAH,yeftah_P1_charged,monoclinic,-,14.686,Yes,-,-
YEFTIP,yeftip_P1_charged,monoclinic,-,14.582,Yes,-,-
YEFTOV,yeftov_P1_charged,monoclinic,-,14.444,Yes,-,-
YEFTUB,yeftub_P1_charged,monoclinic,-,14.301,Yes,-,-
YEFZER,yefzer_P1,orthorhombic,-,19.012,-,-,-
YEGCUJ,yegcuj_P1_charged,cubic,-,42.621,Yes,-,-
YEGFIB,yegfib_P1,tetragonal,Yes,35.677,-,-,-
YEGQUZ,yegquz_P1,monoclinic,-,16.82,-,-,-
YEGTEK,yegtek_P1,monoclinic,-,11.262,-,-,-
YEGWEP,yegwep_P1,monoclinic,-,12.865,-,-,-
YEGYIU,yegyiu_P1_charged,triclinic,-,14.369,Yes,-,-
YEHQAG,yehqag_P1,orthorhombic,Yes,20.579,-,-,-
YEHQEK,yehqek_P1,triclinic,-,35.671,-,-,-
YEHRUC,yehruc_P1,monoclinic,-,16.61,-,-,-
YEJDEA,yejdea_P1_H,orthorhombic,Yes,16.108,-,Yes,-
YEKBOJ,yekboj_P1_charged_H,triclinic,-,26.678,Yes,Yes,-
YEKFEC,yekfec_P1,monoclinic,-,10.973,-,-,-
YEKQOW,yekqow_P1_H,cubic,Yes,47.706,-,Yes,Yes
YEKROZ,yekroz_P1,tetragonal,-,41.996,-,-,-
YEKWEU,yekweu_P1_charged,orthorhombic,-,50.946,Yes,-,-
YEKWOC,yekwoc_P1_H,monoclinic,-,39.139,-,Yes,-
YEKXIX,yekxix_P1_charged,monoclinic,-,67.342,Yes,-,-
YEKYIA,yekyia_P1,hexagonal,Yes,35.974,-,-,-
YEKYOG,yekyog_P1,hexagonal,Yes,37.484,-,-,-
YELCOL,yelcol_P1,orthorhombic,-,13.108,-,-,-
YELREP,yelrep_P1,monoclinic,-,56.232,-,-,-
YELTER,yelter_P1,monoclinic,-,11.439,-,-,-
YELYOE,yelyoe_P1_H,orthorhombic,-,25.349,-,Yes,Yes
YEMGED,yemged_P1_charged_H,cubic,-,14.504,Yes,Yes,-
YEMHOO,yemhoo_P1,rhombohedral,-,18.74,-,-,-
YEMJAC,yemjac_P1_H,tetragonal,Yes,45.098,-,Yes,Yes
YEMLOS,yemlos_P1,triclinic,-,10.172,-,-,-
YEMMAF,yemmaf_P1_H,rhombohedral,-,38.768,-,Yes,Yes
YENRER,yenrer_P1,tetragonal,-,44.942,-,-,-
YENTUJ,yentuj_P1,cubic,-,17.699,-,-,-
YENWAS,yenwas_P1,triclinic,-,11.623,-,-,-
YENZAV,yenzav_P1,monoclinic,-,10.843,-,-,-
YENZEZ,yenzez_P1,monoclinic,-,10.179,-,-,-
YEPBAZ,yepbaz_P1,monoclinic,-,10.25,-,-,-
YEQDAC,yeqdac_P1,monoclinic,Yes,26.45,-,-,-
YERFUZ,yerfuz_P1_H,monoclinic,-,45.066,-,Yes,-
YERLIT,yerlit_P1_H,rhombohedral,-,36.446,-,Yes,-
YESFIO,yesfio_P1,monoclinic,-,29.786,-,-,-
YESSUN,yessun_P1_charged_H,tetragonal,-,38.794,Yes,Yes,Yes
YESTAU,yestau_P1_charged_H,tetragonal,-,38.667,Yes,Yes,Yes
YESXAY,yesxay_P1,cubic,-,50.005,-,-,-
YESXEC,yesxec_P1,cubic,-,50.371,-,-,-
YESXIG,yesxig_P1,cubic,-,50.344,-,-,-
YESYIH,yesyih_P1,cubic,-,50.174,-,-,-
YESYUT,yesyut_P1,cubic,-,50.315,-,-,-
YESZAA,yeszaa_P1,cubic,-,50.012,-,-,-
YESZEE,yeszee_P1,cubic,-,49.982,-,-,-
YESZII,yeszii_P1,cubic,-,50.133,-,-,-
YETGIQ,yetgiq_P1,cubic,-,50.146,-,-,-
YEVFUD01,yevfud01_P1,hexagonal,-,58.549,-,-,-
YEVKAO,yevkao_P1_charged_H,tetragonal,-,15.19,Yes,Yes,-
YEVQOG,yevqog_P1,cubic,-,31.847,-,-,-
YEVQUM,yevqum_P1,tetragonal,-,34.117,-,-,-
YEVTOL,yevtol_P1_charged_H,cubic,-,63.131,Yes,Yes,Yes
YEVTUR,yevtur_P1_charged_H,cubic,-,72.693,Yes,Yes,Yes
YEWKAP,yewkap_P1_charged_H,trigonal,-,23.362,Yes,Yes,-
YEXCOW,yexcow_P1_charged,orthorhombic,-,32.846,Yes,-,-
YEXCUC,yexcuc_P1_charged,monoclinic,-,73.541,Yes,-,-
YEYBOV,yeybov_P1_charged,monoclinic,-,15.901,Yes,-,-
YEYCUC,yeycuc_P1,cubic,-,71.746,-,-,-
YEYDUE,yeydue_P1,tetragonal,Yes,48.827,-,-,-
YEYRAY,yeyray_P1,monoclinic,-,38.58,-,-,-
YEYVII,yeyvii_P1,cubic,-,32.723,-,-,-
YEYVOO,yeyvoo_P1,tetragonal,-,34.349,-,-,-
YEYYAC,yeyyac_P1,hexagonal,Yes,36.526,-,-,-
YEZDAL,yezdal_P1_charged,tetragonal,-,10.65,Yes,-,-
YEZFIU,yezfiu_P1,rhombohedral,-,44.579,-,-,-
YEZJUL,yezjul_P1_charged,monoclinic,-,12.602,Yes,-,-
YEZKEV,yezkev_P1,rhombohedral,Yes,29.824,-,-,-
YEZKOF,yezkof_P1,rhombohedral,Yes,29.035,-,-,-
YEZKUL,yezkul_P1,rhombohedral,Yes,28.452,-,-,-
YEZWOS,yezwos_P1,triclinic,-,30.644,-,-,-
YEZYEK,yezyek_P1_charged,cubic,-,35.365,Yes,-,-
YIBMUT,yibmut_P1,monoclinic,-,15.03,-,-,-
YIBQAE,yibqae_P1,orthorhombic,-,16.028,-,-,-
YICGOI,yicgoi_P1,monoclinic,-,24.627,-,-,-
YICPEI,yicpei_P1_charged,monoclinic,-,71.178,Yes,-,-
YICRIM,yicrim_P1,tetragonal,-,21.316,-,-,-
YICYUH,yicyuh_P1,monoclinic,-,27.562,-,-,-
YICZAO,yiczao_P1,monoclinic,-,26.279,-,-,-
YICZES,yiczes_P1,monoclinic,-,26.483,-,-,-
YIFLUX,yiflux_P1,orthorhombic,Yes,35.423,-,-,-
YIGKAD,yigkad_P1_charged,hexagonal,Yes,42.603,Yes,-,-
YIHBIC,yihbic_P1,monoclinic,-,11.111,-,-,-
YIHBOI,yihboi_P1,monoclinic,-,11.875,-,-,-
YIHVIX,yihvix_P1,tetragonal,-,45.634,-,-,-
YIJGEG,yijgeg_P1,monoclinic,-,31.512,-,-,-
YIJNUD,yijnud_P1,monoclinic,-,11.888,-,-,-
YIJTAP,yijtap_P1,monoclinic,-,23.35,-,-,-
YIJZIC,yijzic_P1,cubic,Yes,75.17,-,-,-
YIJZIC04,yijzic04_P1,cubic,Yes,75.502,-,-,-
YIJZIC05,yijzic05_P1,cubic,Yes,75.598,-,-,-
YIJZIC06,yijzic06_P1,cubic,Yes,75.568,-,-,-
YIKJOT,yikjot_P1_charged_H,cubic,-,37.291,Yes,Yes,-
YIKJUZ,yikjuz_P1_charged,cubic,-,38.823,Yes,-,-
YIKLUZ,yikluz_P1_H,orthorhombic,-,26.212,-,Yes,-
YILBIG,yilbig_P1_H,hexagonal,-,69.752,-,Yes,Yes
YILKAH,yilkah_P1_charged,triclinic,-,27.708,Yes,-,-
YIMBUU,yimbuu_P1,monoclinic,-,26.506,-,-,-
YIMCEF,yimcef_P1,rhombohedral,-,54.926,-,-,-
YIMCIJ,yimcij_P1,rhombohedral,-,54.237,-,-,-
YIMQAP,yimqap_P1,rhombohedral,-,53.841,-,-,-
YINCEF,yincef_P1,monoclinic,-,14.675,-,-,-
YINCIJ,yincij_P1,monoclinic,-,15.182,-,-,-
YINCOP,yincop_P1,monoclinic,-,16.181,-,-,-
YINCUV,yincuv_P1,monoclinic,-,13.246,-,-,-
YINDOQ,yindoq_P1_H,monoclinic,-,10.576,-,Yes,-
YINSIZ,yinsiz_P1,monoclinic,-,39.251,-,-,-
YINSIZ01,yinsiz01_P1,monoclinic,-,39.227,-,-,-
YINSUL,yinsul_P1,monoclinic,-,38.897,-,-,-
YINSUL01,yinsul01_P1,monoclinic,-,38.912,-,-,-
YINXIE,yinxie_P1_charged_H,triclinic,-,31.578,Yes,Yes,Yes
YIRXOP,yirxop_P1,triclinic,-,13.106,-,-,-
YIRZAC,yirzac_P1_H,triclinic,-,11.199,-,Yes,-
YISVEE,yisvee_P1_H,orthorhombic,-,41.581,-,Yes,-
YITGOA,yitgoa_P1_H,monoclinic,-,36.119,-,Yes,-
YITHIU,yithiu_P1,orthorhombic,Yes,12.098,-,-,-
YITHIU01,yithiu01_P1,monoclinic,Yes,10.636,-,-,-
YITHOA,yithoa_P1,orthorhombic,Yes,12.121,-,-,-
YITHOA01,yithoa01_P1,monoclinic,Yes,10.852,-,-,-
YITQUQ,yitquq_P1,monoclinic,-,11.717,-,-,-
YITRAX,yitrax_P1,orthorhombic,-,17.37,-,-,-
YITREB,yitreb_P1,monoclinic,-,17.24,-,-,-
YITWAB,yitwab_P1,tetragonal,-,11.516,-,-,-
YIVHET,yivhet_P1,monoclinic,-,35.057,-,-,-
YIVNIC,yivnic_P1,monoclinic,-,14.022,-,-,-
YIVZIO,yivzio_P1_H,triclinic,-,29.353,-,Yes,-
YIWBEN,yiwben_P1,monoclinic,-,42.469,-,-,-
YIWFAO,yiwfao_P1_H,monoclinic,-,21.567,-,Yes,Yes
YIWFES,yiwfes_P1,monoclinic,-,22.086,-,-,-
YIWLUM,yiwlum_P1,rhombohedral,-,21.481,-,-,-
YIWSEE,yiwsee_P1,cubic,-,33.957,-,-,-
YIXFOC,yixfoc_P1_charged,monoclinic,-,24.875,Yes,-,-
YIXFUI,yixfui_P1_charged,monoclinic,-,24.665,Yes,-,-
YIXGIY,yixgiy_P1_charged,monoclinic,-,39.146,Yes,-,-
YIXGOE,yixgoe_P1_charged,monoclinic,-,28.125,Yes,-,-
YIXGUK,yixguk_P1_charged,orthorhombic,-,33.482,Yes,-,-
YIXHAR,yixhar_P1_charged,orthorhombic,-,13.302,Yes,-,-
YIXHEV,yixhev_P1_charged,monoclinic,-,36.448,Yes,-,-
YIXHOF,yixhof_P1_charged,monoclinic,-,27.605,Yes,-,-
YIXHUL,yixhul_P1_charged,monoclinic,-,30.408,Yes,-,-
YIXJAT,yixjat_P1_charged,orthorhombic,-,27.062,Yes,-,-
YIXJEX,yixjex_P1_charged,orthorhombic,-,27.971,Yes,-,-
YIXYUB,yixyub_P1,tetragonal,-,29.657,-,-,-
YIXZAI,yixzai_P1,tetragonal,-,29.296,-,-,-
YIZBUH,yizbuh_P1,orthorhombic,-,47.243,-,-,-
YIZCAN,yizcan_P1,orthorhombic,-,39.899,-,-,-
YIZCER,yizcer_P1,monoclinic,-,49.922,-,-,-
YIZNUR,yiznur_P1,monoclinic,-,19.547,-,-,-
YIZYEO,yizyeo_P1_charged,monoclinic,-,53.671,Yes,-,-
YOBYAR,yobyar_P1,tetragonal,-,58.458,-,-,-
YOCCIE,yoccie_P1,tetragonal,-,14.979,-,-,-
YOCDUR,yocdur_P1,tetragonal,-,58.314,-,-,-
YOCGAZ,yocgaz_P1_H,orthorhombic,-,41.613,-,Yes,Yes
YOCJAE,yocjae_P1,monoclinic,-,22.428,-,-,-
YOCPEN,yocpen_P1_H,monoclinic,-,16.613,-,Yes,-
YOCPEO,yocpeo_P1,triclinic,-,19.792,-,-,-
YOCSEQ,yocseq_P1,triclinic,-,24.92,-,-,-
YOCXIA,yocxia_P1,rhombohedral,-,14.119,-,-,-
YODJEI,yodjei_P1_charged_H,cubic,-,72.37,Yes,Yes,-
YODKAG,yodkag_P1_charged,monoclinic,-,60.428,Yes,-,-
YODRAM,yodram_P1_H,monoclinic,-,50.943,-,Yes,Yes
YODWOF,yodwof_P1_charged_H,cubic,-,84.492,Yes,Yes,Yes
YOFLUB,yoflub_P1_H,monoclinic,-,13.718,-,Yes,Yes
YOFXEY,yofxey_P1_charged,tetragonal,-,19.357,Yes,-,-
YOFXIC,yofxic_P1_charged,tetragonal,-,18.79,Yes,-,-
YOGHAF,yoghaf_P1_H,orthorhombic,-,47.926,-,Yes,-
YOGKOW,yogkow_P1_H,rhombohedral,-,49.305,-,Yes,Yes
YOGLOY,yogloy_P1,monoclinic,-,51.638,-,-,-
YOGXOK,yogxok_P1_H,cubic,-,64.309,-,Yes,-
YOKKIU,yokkiu_P1,monoclinic,-,14.412,-,-,-
YOKQOH,yokqoh_P1,monoclinic,Yes,48.644,-,-,-
YOKZEG,yokzeg_P1_charged,orthorhombic,-,40.188,Yes,-,-
YOLHAL,yolhal_P1_charged_H,cubic,-,81.595,Yes,Yes,Yes
YOLKEQ,yolkeq_P1,orthorhombic,-,12.653,-,-,-
YOLKOB,yolkob_P1,orthorhombic,Yes,36.508,-,-,-
YOLKOB01,yolkob01_P1,orthorhombic,Yes,34.886,-,-,-
YOLKOB03,yolkob03_P1,orthorhombic,Yes,36.431,-,-,-
YOLKOB04,yolkob04_P1,orthorhombic,Yes,34.43,-,-,-
YOLKOB05,yolkob05_P1,orthorhombic,Yes,35.357,-,-,-
YOLKOB06,yolkob06_P1,orthorhombic,Yes,35.546,-,-,-
YOLKOB09,yolkob09_P1,orthorhombic,Yes,33.975,-,-,-
YOLKOB10,yolkob10_P1,orthorhombic,Yes,36.259,-,-,-
YOLKOB11,yolkob11_P1,orthorhombic,Yes,33.84,-,-,-
YOLKOB12,yolkob12_P1,orthorhombic,Yes,34.234,-,-,-
YOLKOB14,yolkob14_P1,orthorhombic,Yes,35.537,-,-,-
YOLKOB15,yolkob15_P1,orthorhombic,Yes,39.229,-,-,-
YOLKOB16,yolkob16_P1,orthorhombic,Yes,37.432,-,-,-
YOLKOB17,yolkob17_P1,orthorhombic,Yes,38.263,-,-,-
YOLKUH,yolkuh_P1,orthorhombic,Yes,35.641,-,-,-
YOLKUH01,yolkuh01_P1,orthorhombic,Yes,36.056,-,-,-
YOLKUH02,yolkuh02_P1,orthorhombic,Yes,36.025,-,-,-
YOLKUH03,yolkuh03_P1,orthorhombic,Yes,37.435,-,-,-
YOLTUQ,yoltuq_P1,triclinic,-,10.807,-,-,-
YOMBAE,yombae_P1_H,monoclinic,-,36.611,-,Yes,Yes
YOMTAY,yomtay_P1,rhombohedral,-,26.563,-,-,-
YOMZIL,yomzil_P1,triclinic,-,18.375,-,-,-
YONNUL,yonnul_P1,monoclinic,-,45.347,-,-,-
YOPJOF,yopjof_P1,tetragonal,-,49.327,-,-,-
YOPLOG,yoplog_P1_charged,hexagonal,-,23.407,Yes,-,-
YOPMAS,yopmas_P1,monoclinic,-,10.108,-,-,-
YOPNUO,yopnuo_P1,monoclinic,-,17.431,-,-,-
YOPPAW,yoppaw_P1,triclinic,-,21.794,-,-,-
YOPSUS,yopsus_P1,tetragonal,-,38.392,-,-,-
YOQKEX,yoqkex_P1,monoclinic,-,42.635,-,-,-
YOQKEX02,yoqkex02_P1,monoclinic,-,40.67,-,-,-
YOQKEX03,yoqkex03_P1,triclinic,-,42.162,-,-,-
YOQKEX04,yoqkex04_P1,triclinic,-,41.878,-,-,-
YOQKEX05,yoqkex05_P1,triclinic,-,41.399,-,-,-
YOQKEX06,yoqkex06_P1,triclinic,-,41.553,-,-,-
YOQKEX07,yoqkex07_P1,triclinic,-,42.486,-,-,-
YOQKEX08,yoqkex08_P1,triclinic,-,42.631,-,-,-
YOQKEX09,yoqkex09_P1,triclinic,-,42.751,-,-,-
YOQKEX10,yoqkex10_P1,triclinic,-,42.413,-,-,-
YOQKEX11,yoqkex11_P1,triclinic,-,42.323,-,-,-
