CSD refcode,CIF filename
QOVDEL,qovdel_P1_H
QOWRAV02,qowrav02_P1_H
QOWRAV03,qowrav03_P1_H
QOWRAV04,qowrav04_P1_H
QOWRAV05,qowrav05_P1_H
QOWRAV06,qowrav06_P1_H
QOWRAV07,qowrav07_P1_H
QOWRAV08,qowrav08_P1_H
QOWRAV09,qowrav09_P1_H
QOWRAV10,qowrav10_P1_H
QOWRAV11,qowrav11_P1_H
QOWRAV12,qowrav12_P1_H
QOXNEX,qoxnex_P1_H
QOYYOU,qoyyou_P1_H
QOZFUG,qozfug_P1_charged_H
QUBZAP,qubzap_P1_charged_H
QUSRUT,qusrut_P1
QUSSAB,qussab_P1_H
QUTTII01,quttii01_P1_H
RAHBOU,rahbou_P1_H
RAHNOF,rahnof_P1_H
RAJFAL,rajfal_P1_H
RAMJOH,ramjoh_P1_charged_H
RANWAH,ranwah_P1_H
RASXEP,rasxep_P1_H
RASXIT,rasxit_P1_H
RAVVUH,ravvuh_P1_H
RAVWAO,ravwao_P1_H
RAXCAW,raxcaw_P1_charged_H
RAYMIP,raymip_P1_H
RAYMOV,raymov_P1_H
RAZXIA,razxia_P1_H
RAZXIA02,razxia02_P1_H
REBSID,rebsid_P1_charged_H
REBSOJ,rebsoj_P1_charged_H
REBSUP,rebsup_P1_charged_H
REDROI,redroi_P1_H
REGJIW,regjiw_P1_H
REGJIW01,regjiw01_P1_H
RESMEJ,resmej_P1_charged_H
REWSUJ,rewsuj_P1_charged_H
REWTOF,rewtof_P1_H
REYMOZ,reymoz_P1_H
REZXEA,rezxea_P1_charged_H
REZXIE,rezxie_P1_charged_H
REZXIE01,rezxie01_P1_charged_H
RICBEM,ricbem_P1_H
RIDCEN,ridcen_P1_charged_H
RIFDUG01,rifdug01_P1_H
RIFQEC,rifqec_P1_H
RILFEA,rilfea_P1_H
RILJOO,riljoo_P1_charged_H
RIPTAM,riptam_P1_H
RISXAU,risxau_P1_H
RIWKOA,riwkoa_P1_H
RIWMUH,riwmuh_P1_H
RODJUS,rodjus_P1_H
ROFYOD,rofyod_P1_charged_H
RONCIG,roncig_P1_H
ROQZOP,roqzop_P1_H
RORBAE01,rorbae01_P1_H
RORRIC01,rorric01_P1_H
RORRIC02,rorric02_P1_H
RORRIC03,rorric03_P1_H
RORRIC05,rorric05_P1_H
RORRIC06,rorric06_P1_H
ROSKER,rosker_P1_H
ROSZIL,roszil_P1_charged_H
ROSZOR,roszor_P1_charged_H
ROTNUM,rotnum_P1_H
ROTNUM01,rotnum01_P1_H
RUBDUP,rubdup_P1_H
RUBLAD03,rublad03_P1_H
RUJGOT,rujgot_P1_H
RULQIY,rulqiy_P1_H
RUPVAB,rupvab_P1_charged_H
RUVKAV,ruvkav_P1_H
RUYQIN,ruyqin_P1_H
RUYQIN01,ruyqin01_P1_H
RUYQIN02,ruyqin02_P1_H
RUYQIN03,ruyqin03_P1_H
RUYTUC,ruytuc_P1_H
RUYVAK,ruyvak_P1_H
RUYVIS,ruyvis_P1_H
SADLIU,sadliu_P1_H
SAHNIZ,sahniz_P1_charged_H
SAKNOJ,saknoj_P1_H
SALXEL,salxel_P1_H
SALXIP,salxip_P1_H
SAQQAD,saqqad_P1_H
SAQQEH,saqqeh_P1_H
SAQQIL,saqqil_P1_H
SAQQOR,saqqor_P1_H
SAXVIA,saxvia_P1_H
SECSUR,secsur_P1_H
SECXAD,secxad_P1
SEHXIN,sehxin_P1_H
SEKBIW,sekbiw_P1_H
SEKBOC,sekboc_P1_H
SELKEC,selkec_P1_H
SEQSIS,seqsis_P1_H
SIJMOQ,sijmoq_P1_H
SIXNEV,sixnev_P1_H
SOBDOF,sobdof_P1_H
SOBTUY,sobtuy_P1_H
SOCKEC,sockec_P1_H
SODRUB,sodrub_P1_charged_H
SOFJOO,sofjoo_P1_H
SOGWIV,sogwiv_P1_charged
SOJSUH,sojsuh_P1_H
SOJTOC,sojtoc_P1_charged_H
SOTTUR,sottur_P1_charged_H
SOZGIZ,sozgiz_P1
SOZGOF,sozgof_P1
SOZRUW,sozruw_P1
SOZSAD,sozsad_P1
SOZSEH,sozseh_P1
SOZSIL,sozsil_P1_H
SOZSOR,sozsor_P1
SOZSUX,sozsux_P1_H
SUKREX,sukrex_P1_H
SUKRIB,sukrib_P1_H
SUKYIH,sukyih_P1_H
SUKYON,sukyon_P1_H
SUNLAP,sunlap_P1_H
SUQHUJ,suqhuj_P1_charged_H
SURWAG,surwag_P1_charged_H
TAGTIH,tagtih_P1_charged_H
TAGTUT,tagtut_P1_H
TASYUJ,tasyuj_P1_charged_H
TASZAQ,taszaq_P1_charged_H
TASZEU,taszeu_P1_charged_H
TAXNUF,taxnuf_P1_H
TAZLIR,tazlir_P1_H
TAZLOX,tazlox_P1_H
TAZLUD,tazlud_P1_H
TEGHAS,teghas_P1_H
TEJBUI,tejbui_P1_H
TEKYOA,tekyoa_P1_H
TETWUM,tetwum_P1_H
TETXAT01,tetxat01_P1_H
TEWFOS,tewfos_P1_H
TEWFUY,tewfuy_P1_H
TEWMUG,tewmug_P1_H
TIHTUC,tihtuc_P1_H
TIQHAD,tiqhad_P1_H
TISKOW,tiskow_P1_H
TISLIR,tislir_P1_H
TISNUH,tisnuh_P1_H
TISPAP,tispap_P1_H
TIXVON,tixvon_P1_H
TOCNUX,tocnux_P1_H
TODLEG,todleg_P1_H
TOGFIH,togfih_P1_charged_H
TOGGOO,toggoo_P1_charged_H
TOGMIO,togmio_P1_H
TOHNOV,tohnov_P1_H
TOMBAB,tombab_P1_charged_H
TOVKEW,tovkew_P1_H
TOVKIA,tovkia_P1_H
TOVKOG,tovkog_P1_H
TOWLOI,towloi_P1_H
TOWNAW,townaw_P1_H
TOWNOK,townok_P1_H
TOWPAY,towpay_P1_H
TUBDAY,tubday_P1_H
TUHDIM,tuhdim_P1_H
TULLIX,tullix_P1_H
TUMGIS,tumgis_P1_H
TUNCAI,tuncai_P1_H
TUPZOW,tupzow_P1_charged_H
TUSGUJ,tusguj_P1_charged_H
TUVCIZ,tuvciz_P1_H
TUVDIX,tuvdix_P1_H
TUVDOD,tuvdod_P1_H
TUVDUJ,tuvduj_P1_H
TUXVOA,tuxvoa_P1_H
TUXVUG,tuxvug_P1_H
UBOGAV,ubogav_P1_H
UCEXAC,ucexac_P1_H
UCEXIK,ucexik_P1_H
UCEXOQ,ucexoq_P1_H
UCOXOZ,ucoxoz_P1_H
UDIDAO,udidao_P1_H
UDIHOF,udihof_P1_charged_H
UDISAE,udisae_P1_charged_H
UDISUX,udisux_P1
UDITAE,uditae_P1
UDITEI,uditei_P1
UDOVUG,udovug_P1_H
UFASAW,ufasaw_P1_H
UGOSOY,ugosoy_P1_charged_H
UHAXOS,uhaxos_P1_charged_H
UJECIY,ujeciy_P1_H
UJEDIX,ujedix_P1_H
UKAHOG,ukahog_P1_H
UKIQOV,ukiqov_P1_H
UKUDEL,ukudel_P1_H
ULALOL,ulalol_P1_charged_H
ULIJAD,ulijad_P1_H
ULIMIN,ulimin_P1_H
UMABIV,umabiv_P1_H
UMIGAA,umigaa_P1_charged_H
UMOYOM17,umoyom17_P1_H
UQOYAB,uqoyab_P1_H
UQUCUG,uqucug_P1_H
UTACID,utacid_P1_H
UTEWOG,utewog_P1_H
UTIYIH,utiyih_P1_charged_H
UVEVUN,uvevun_P1_H
UVUFUN,uvufun_P1_charged_H
UWAYID,uwayid_P1_charged_H
UXISUR,uxisur_P1_H
UYETUQ,uyetuq_P1_charged_H
UYEVEC,uyevec_P1_charged_H
UYEVUS,uyevus_P1_charged_H
UYEWUT,uyewut_P1_charged_H
UYOCIX,uyocix_P1_H
UYUGEC,uyugec_P1_H
VAGMAT,vagmat_P1_H
VAGMEX,vagmex_P1_H
VAHTUW,vahtuw_P1_H
VAKNEE,vaknee_P1_H
VALQUY,valquy_P1_charged_H
VALVIQ,valviq_P1_H
VAPFOJ,vapfoj_P1_H
VAPFUP,vapfup_P1_H
VASFAZ,vasfaz_P1_H
VASFED,vasfed_P1_H
VASFIH,vasfih_P1_H
VASFON,vasfon_P1_H
VASFUT,vasfut_P1_H
VASQAL,vasqal_P1_charged_H
VASQEP,vasqep_P1_charged_H
VATNOX,vatnox_P1_H
VATQAM,vatqam_P1_charged_H
VATYEV,vatyev_P1_charged_H
VAZHEN,vazhen_P1_H
VEGBUG,vegbug_P1_H
VEGCAN,vegcan_P1_H
VEHKOK,vehkok_P1_charged_H
VEHYUE,vehyue_P1_H
VEJHEZ,vejhez_P1_H
VENGAZ,vengaz_P1_charged_H
VERGAD,vergad_P1_H
VEWDAF,vewdaf_P1_H
VIDPIJ,vidpij_P1_H
VIDXOX,vidxox_P1_H
VIFBOD,vifbod_P1_H
VIFBUJ,vifbuj_P1_H
VIGDIY,vigdiy_P1_H
VISYUU,visyuu_P1_H
VISZEF,viszef_P1_H
VITYOO,vityoo_P1_charged_H
VITYUU,vityuu_P1_charged_H
VITZAB,vitzab_P1_charged_H
VITZEF,vitzef_P1_charged_H
VITZIJ,vitzij_P1_charged_H
VIWKIX,viwkix_P1_charged_H
VIWKOD,viwkod_P1_charged_H
VIWLAQ,viwlaq_P1_charged_H
VIWLEU,viwleu_P1_charged_H
VIWLIY,viwliy_P1_charged_H
VIWLOE,viwloe_P1_charged_H
VIWMAR,viwmar_P1_charged_H
VIWMEV,viwmev_P1_charged_H
VIXPUP02,vixpup02_P1_H
VIZFOC,vizfoc_P1_H
VOGTIV,vogtiv_P1_H
VONCOS,voncos_P1_H
VOSWIL,voswil_P1_charged_H
VOXKIE,voxkie_P1_H
VUCFAD,vucfad_P1_charged_H
VUJBEI,vujbei_P1_H
VUJBIM,vujbim_P1_H
VUMBIQ,vumbiq_P1_H
VUPROQ,vuproq_P1_H
VUWSAJ,vuwsaj_P1_H
VUYJIK,vuyjik_P1_H
WAGZEL,wagzel_P1_charged_H
WAHRIJ,wahrij_P1_charged_H
WAMREJ,wamrej_P1_H
WASBUR,wasbur_P1_H
WASNOU,wasnou_P1_charged_H
WAVQIV,wavqiv_P1_charged_H
WAVQOB,wavqob_P1_charged_H
WAVWAV,wavwav_P1_H
WEHHOI,wehhoi_P1_H
WEHHUO,wehhuo_P1_H
WEHJAW,wehjaw_P1_H
WEMBUN,wembun_P1
WEMCAU,wemcau_P1
WEMDUP,wemdup_P1
WEMFEB,wemfeb_P1
WEQRAO,weqrao_P1_H
WEVYEE,wevyee_P1_H
WIGPUA,wigpua_P1_H
WIHHAZ,wihhaz_P1_H
WIJRIT,wijrit_P1_H
WIRCAD,wircad_P1_H
WIRCOS,wircos_P1_H
WITJOA,witjoa_P1
WITJUG,witjug_P1_charged_H
WIZDEP,wizdep_P1_H
WOBHEB01,wobheb01_P1_H
WOFQEQ,wofqeq_P1_charged_H
WOFQIU,wofqiu_P1_charged_H
WOFQOA,wofqoa_P1_charged_H
WOFVOF,wofvof_P1_H
WOGNOY,wognoy_P1_H
WOGPAM,wogpam_P1_H
WOPSOL,wopsol_P1_H
WOPSOL01,wopsol01_P1_H
WOTVOT,wotvot_P1_H
WOYHUP,woyhup_P1_charged_H
WOYJAX,woyjax_P1_charged_H
WOYJEB,woyjeb_P1_charged_H
WOYJIF,woyjif_P1_charged_H
WOYJOL,woyjol_P1_charged_H
WOYWIS,woywis_P1_charged_H
WOYWOY,woywoy_P1_H
WOZWEP,wozwep_P1_charged_H
WUDVEY,wudvey_P1_H
WUHHEN,wuhhen_P1_H
WUHMAP,wuhmap_P1_H
WUJRUQ,wujruq_P1_H
WUPZUE,wupzue_P1_H
XADDAJ,xaddaj_P1_H
XAFFAN,xaffan_P1_H
XAFFER,xaffer_P1_H
XAFFIV,xaffiv_P1_H
XAFFOB,xaffob_P1_H
XAFFUH,xaffuh_P1_H
XAKGOJ,xakgoj_P1_H
XALXUF,xalxuf_P1_H
XALXUF01,xalxuf01_P1_H
XAMDUM,xamdum_P1_H
XAMDUM01,xamdum01_P1_H
XAMDUM02,xamdum02_P1_H
XAMDUM03,xamdum03_P1_H
XAMDUM04,xamdum04_P1_H
XAMDUM05,xamdum05_P1_H
XAMDUM06,xamdum06_P1_H
XAMDUM07,xamdum07_P1_H
XANDAU,xandau_P1_H
XASNUD,xasnud_P1_charged_H
XAWVUN,xawvun_P1_H
XEBHOC,xebhoc_P1_H
XEDMEB,xedmeb_P1_H
XEDYIS,xedyis_P1_H
XEHFUL01,xehful01_P1_H
XEHFUL02,xehful02_P1_H
XEMNUB,xemnub_P1_H
XESKEN,xesken_P1_H
XESKIR,xeskir_P1_H
XESKUD,xeskud_P1_H
XESLAK,xeslak_P1_H
XEWFAI,xewfai_P1_H
XEYMIZ,xeymiz_P1_charged_H
XIDCEV,xidcev_P1_H
XIMJOV,ximjov_P1_charged_H
XIMJUB,ximjub_P1_charged_H
XISXEE,xisxee_P1_H
XITYOP,xityop_P1_H
XOFFUT,xoffut_P1_charged_H
XOGXAU,xogxau_P1_H
XOJXEA,xojxea_P1_charged_H
XOVVEK,xovvek_P1_H
XOVVIO,xovvio_P1_H
XUBGUY,xubguy_P1_H
XUCNOZ,xucnoz_P1_H
XUCSAR,xucsar_P1_H
XUCSAR01,xucsar01_P1_H
XUDNUH,xudnuh_P1_H
XUDPIX,xudpix_P1_H
XUFWOM,xufwom_P1_H
XUGWAZ,xugwaz_P1_H
XUKMEY,xukmey_P1_charged_H
XUKMIC03,xukmic03_P1_charged_H
XUKMUO,xukmuo_P1_charged_H
XUNVAF,xunvaf_P1_H
XUSZAP,xuszap_P1_H
XUSZET,xuszet_P1_H
YABHER,yabher_P1_H
YAJQIN,yajqin_P1_H
YAPPEO,yappeo_P1_charged_H
YAPPOY,yappoy_P1_charged_H
YAQBAX,yaqbax_P1_charged_H
YASLOW,yaslow_P1_charged_H
YAWKOX,yawkox_P1_H
YEDKUO,yedkuo_P1_H
YEKQOW,yekqow_P1_H
YELYOE,yelyoe_P1_H
YEMJAC,yemjac_P1_H
YEMMAF,yemmaf_P1_H
YESSUN,yessun_P1_charged_H
YESTAU,yestau_P1_charged_H
YEVTOL,yevtol_P1_charged_H
YEVTUR,yevtur_P1_charged_H
YILBIG,yilbig_P1_H
YINXIE,yinxie_P1_charged_H
YIWFAO,yiwfao_P1_H
YOCGAZ,yocgaz_P1_H
YODRAM,yodram_P1_H
YODWOF,yodwof_P1_charged_H
YOFLUB,yoflub_P1_H
YOGKOW,yogkow_P1_H
YOLHAL,yolhal_P1_charged_H
YOMBAE,yombae_P1_H
YOXGOJ,yoxgoj_P1_H
YOZQAG,yozqag_P1_H
YUBZIH,yubzih_P1_H
YUDFIO,yudfio_P1_H
YUDFOU,yudfou_P1_H
YUGLES,yugles_P1_H
YUJCOX,yujcox_P1_H
YUJGES,yujges_P1_charged_H
YUSTUC,yustuc_P1_charged_H
YUSWEP,yuswep_P1_H
YUVMIO,yuvmio_P1_charged_H
YUYLIP,yuylip_P1_charged_H
YUYLOV,yuylov_P1_charged_H
ZADGAQ,zadgaq_P1_charged_H
ZAFXAI,zafxai_P1_charged_H
ZAGZAM,zagzam_P1_charged_H
ZAGZEQ,zagzeq_P1_charged_H
ZAHBAP,zahbap_P1_charged_H
ZAHBET,zahbet_P1_charged_H
ZAHLIG,zahlig_P1_H
ZAHLOM,zahlom_P1_H
ZAJMEG,zajmeg_P1_charged_H
ZALGEB,zalgeb_P1_H
ZALGOL,zalgol_P1_charged_H
ZARMAI,zarmai_P1_charged_H
ZAXSAV,zaxsav_P1_H
ZEDVIP,zedvip_P1_charged_H
ZEDVOV,zedvov_P1_charged_H
ZEDVUB,zedvub_P1_charged_H
ZEDWAI,zedwai_P1_charged_H
ZEDZAL,zedzal_P1_H
ZEDZAL01,zedzal01_P1_H
ZEFDIA,zefdia_P1_H
ZEFDOG,zefdog_P1_H
ZEFLED,zefled_P1_H
ZEHTEP,zehtep_P1_charged_H
ZEJFAY,zejfay_P1_H
ZEXSOM,zexsom_P1_H
ZEYRIH,zeyrih_P1_H
ZINDAD,zindad_P1_H
ZINRIA,zinria_P1_H
ZIPRUO,zipruo_P1_H
ZIQGOX,ziqgox_P1_H
ZIYSEI,ziysei_P1_charged_H
ZOHFUZ,zohfuz_P1_charged_H
ZOYFOL,zoyfol_P1_H
ZUJXIO,zujxio_P1_H
ZUKXIP,zukxip_P1_H
ZUKXIP01,zukxip01_P1_H
ZUKXIP03,zukxip03_P1_H
ZUKXOV,zukxov_P1_H
ZUKXOV02,zukxov02_P1_H
ZUVTEP,zuvtep_P1_H
